229546	`201120120AB1`	`A`	`ATR`	`CZ01`	`ASSEMBLY FLOOR ANALYSIS`	`John`	2011-01-18 00:00:00	2011-01-14 00:00:00	1	BILL_ANALYSIS_TBL_1.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-01-18 09:19:04
237377	`201120120AB1`	`A`	`ATR`	`CZ01`	`ASSEMBLY FLOOR ANALYSIS`	`John`	2011-01-05 00:00:00	2010-12-06 00:00:00	1	BILL_ANALYSIS_TBL_2.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-08-12 10:03:24
230238	`201120120AB10`	`A`	`ABPCA`	`CX14`	`LABOR AND EMPLOYMENT`	`Alejo`	2011-03-29 00:00:00	2011-03-14 00:00:00	1	BILL_ANALYSIS_TBL_3.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-03-29 13:32:21
230189	`201120120AB10`	`A`	`ABPCA`	`CX14`	`LABOR AND EMPLOYMENT`	`ALEJO`	2011-03-29 00:00:00	2011-03-14 00:00:00	1	BILL_ANALYSIS_TBL_4.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-03-29 12:04:03
231131	`201120120AB10`	`A`	`ABPCA`	`CX25`	`APPROPRIATIONS`	`Alejo`	2011-04-12 00:00:00	2011-03-14 00:00:00	1	BILL_ANALYSIS_TBL_5.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-04-12 15:22:53
229793	`201120120AB100`	`S`	`FLOOR`	`CZ09`	`Sen. Floor Analyses`	`COMMITTEEONBUDGET`	2011-03-15 00:00:00	2011-03-15 00:00:00	NULL	BILL_ANALYSIS_TBL_6.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-03-15 10:30:03
229873	`201120120AB100`	`A`	`CSA1`	`CZ01`	`ASSEMBLY FLOOR ANALYSIS`	`Budget`	2011-03-16 00:00:00	2011-03-14 00:00:00	1	BILL_ANALYSIS_TBL_7.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-03-16 19:43:00
229933	`201120120AB100`	`S`	`FLOOR`	`CZ09`	`Sen. Floor Analyses`	`COMMITTEEONBUDGET`	2011-03-17 00:00:00	2011-03-17 00:00:00	NULL	BILL_ANALYSIS_TBL_8.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-03-17 17:11:38
229684	`201120120AB100`	`S`	`FLOOR`	`CZ09`	`Sen. Floor Analyses`	`COMMITTEEONBUDGET`	2011-03-08 00:00:00	2011-03-08 00:00:00	NULL	BILL_ANALYSIS_TBL_9.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-03-08 14:22:25
232087	`201120120AB1000`	`A`	`ABPCA`	`CX08`	`HEALTH`	`Perea`	2011-05-02 00:00:00	2011-02-18 00:00:00	1	BILL_ANALYSIS_TBL_10.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-05-02 09:36:31
240468	`201120120AB1000`	`A`	`ATR`	`CZ01`	`ASSEMBLY FLOOR ANALYSIS`	`Perea`	2012-01-25 00:00:00	2012-01-23 00:00:00	1	BILL_ANALYSIS_TBL_11.lob	`Y`	`Y`	`BILL_ANALYSIS`	2012-01-25 16:47:07
233078	`201120120AB1000`	`A`	`ABPCA`	`CX25`	`APPROPRIATIONS`	`Perea`	2011-05-10 00:00:00	2011-02-18 00:00:00	1	BILL_ANALYSIS_TBL_12.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-05-10 15:06:07
231900	`201120120AB1004`	`A`	`ABPCA`	`CX28`	`INSURANCE`	`Hagman`	2011-04-29 00:00:00	2011-03-31 00:00:00	1	BILL_ANALYSIS_TBL_13.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-04-29 11:06:30
240310	`201120120AB1005`	`A`	`ABPCA`	`CX25`	`APPROPRIATIONS`	`Dickinson`	2012-01-18 00:00:00	2012-01-13 00:00:00	1	BILL_ANALYSIS_TBL_14.lob	`Y`	`Y`	`BILL_ANALYSIS`	2012-01-18 15:18:57
240152	`201120120AB1005`	`A`	`ABPCA`	`CX24`	`WATER, PARKS AND WILDLIFE`	`DICKINSON`	2012-01-09 00:00:00	2012-01-04 00:00:00	1	BILL_ANALYSIS_TBL_15.lob	`Y`	`Y`	`BILL_ANALYSIS`	2012-01-09 12:54:21
240071	`201120120AB1005`	`A`	`ABPCA`	`CX16`	`NATURAL RESOURCES`	`Dickinson`	2012-01-06 00:00:00	2012-01-04 00:00:00	1	BILL_ANALYSIS_TBL_16.lob	`Y`	`Y`	`BILL_ANALYSIS`	2012-01-06 11:17:35
231950	`201120120AB1006`	`A`	`ABPCA`	`CX19`	`REVENUE AND TAXATION`	`COOK`	2011-04-29 00:00:00	2011-04-25 00:00:00	1	BILL_ANALYSIS_TBL_17.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-04-29 12:06:22
230710	`201120120AB1006`	`A`	`ABPCA`	`CX19`	`REVENUE AND TAXATION`	`COOK`	2011-04-08 00:00:00	2011-02-18 00:00:00	1	BILL_ANALYSIS_TBL_18.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-04-08 11:00:33
234062	`201120120AB1007`	`A`	`ABPCA`	`CX25`	`APPROPRIATIONS`	`COOK`	2011-05-25 00:00:00	2011-05-24 00:00:00	1	BILL_ANALYSIS_TBL_19.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-05-25 11:29:07
230709	`201120120AB1007`	`A`	`ABPCA`	`CX19`	`REVENUE AND TAXATION`	`COOK`	2011-04-08 00:00:00	2011-02-18 00:00:00	1	BILL_ANALYSIS_TBL_20.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-04-08 11:00:31
233366	`201120120AB1007`	`A`	`ABPCA`	`CX19`	`REVENUE AND TAXATION`	`COOK`	2011-05-13 00:00:00	2011-02-18 00:00:00	1	BILL_ANALYSIS_TBL_21.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-05-13 15:01:32
231061	`201120120AB1008`	`A`	`ABPCA`	`CX15`	`LOCAL GOVERNMENT`	`Cook`	2011-04-12 00:00:00	2011-04-04 00:00:00	1	BILL_ANALYSIS_TBL_22.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-04-12 12:41:09
231372	`201120120AB1009`	`A`	`ABPCA`	`CX19`	`REVENUE AND TAXATION`	`WIECKOWSKI`	2011-04-22 00:00:00	2011-04-14 00:00:00	1	BILL_ANALYSIS_TBL_23.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-04-22 11:39:29
233365	`201120120AB1009`	`A`	`ABPCA`	`CX19`	`REVENUE AND TAXATION`	`WIECKOWSKI`	2011-05-13 00:00:00	2011-04-28 00:00:00	1	BILL_ANALYSIS_TBL_24.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-05-13 15:01:29
229800	`201120120AB101`	`S`	`FLOOR`	`CZ09`	`Sen. Floor Analyses`	`COMMITTEEONBUDGET`	2011-03-15 00:00:00	2011-03-15 00:00:00	NULL	BILL_ANALYSIS_TBL_25.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-03-15 12:25:36
229809	`201120120AB101`	`S`	`FLOOR`	`CZ09`	`Sen. Floor Analyses`	`COMMITTEEONBUDGET`	2011-03-15 00:00:00	2011-03-15 00:00:00	NULL	BILL_ANALYSIS_TBL_26.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-03-15 13:09:03
229889	`201120120AB101`	`S`	`FLOOR`	`CZ09`	`Sen. Floor Analyses`	`COMMITTEEONBUDGET`	2011-03-17 00:00:00	2011-03-17 00:00:00	NULL	BILL_ANALYSIS_TBL_27.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-03-17 10:18:53
236250	`201120120AB101`	`S`	`FLOOR`	`CZ09`	`Sen. Floor Analyses`	`COMMITTEEONBUDGET`	2011-06-28 00:00:00	2011-06-28 00:00:00	NULL	BILL_ANALYSIS_TBL_28.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-06-28 12:12:19
239304	`201120120AB101`	`S`	`FLOOR`	`CZ09`	`Sen. Floor Analyses`	`JOHNAPÉREZ`	2011-09-06 00:00:00	2011-09-06 00:00:00	NULL	BILL_ANALYSIS_TBL_29.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-09-06 16:14:36
239322	`201120120AB101`	`S`	`FLOOR`	`CZ09`	`Sen. Floor Analyses`	`JOHNAPÉREZ`	2011-09-06 00:00:00	2011-09-06 00:00:00	NULL	BILL_ANALYSIS_TBL_30.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-09-06 17:46:51
239399	`201120120AB101`	`S`	`CMTE`	`CS51`	`Sen. Labor and Industrial Relations`	`JOHNA`	2011-09-07 00:00:00	2011-01-10 00:00:00	NULL	BILL_ANALYSIS_TBL_31.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-09-07 11:52:13
229669	`201120120AB101`	`S`	`FLOOR`	`CZ09`	`Sen. Floor Analyses`	`COMMITTEEONBUDGET`	2011-03-08 00:00:00	2011-03-08 00:00:00	NULL	BILL_ANALYSIS_TBL_32.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-03-08 14:12:18
239936	`201120120AB101`	`A`	`GV`	`CZ01`	`ASSEMBLY FLOOR ANALYSIS`	`John`	2011-10-19 00:00:00	2011-09-02 00:00:00	1	BILL_ANALYSIS_TBL_33.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-10-19 15:10:22
239636	`201120120AB101`	`S`	`FLOOR`	`CZ09`	`Sen. Floor Analyses`	`JOHNAPÉREZ`	2011-09-08 00:00:00	2011-09-08 00:00:00	NULL	BILL_ANALYSIS_TBL_34.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-09-08 16:53:57
239703	`201120120AB101`	`A`	`CSA2`	`CZ01`	`ASSEMBLY FLOOR ANALYSIS`	`John`	2011-09-09 00:00:00	2011-09-02 00:00:00	1	BILL_ANALYSIS_TBL_35.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-09-09 00:45:36
231913	`201120120AB1010`	`A`	`ATR`	`CZ01`	`ASSEMBLY FLOOR ANALYSIS`	`Furutani`	2011-04-29 00:00:00	2011-02-18 00:00:00	1	BILL_ANALYSIS_TBL_36.lob	`Y`	`Y`	`BILL_ANALYSIS`	2011-04-29 11:38:36
